symptomid	symptom_norm	symptom_ori	count	cui	cui_name	cui_source	metamap_score	cui_def	gpt3_def
8648	pulmonaryhaemosiderosis	Pulmonary haemosiderosis	2						A rare and serious lung disorder in which large amounts of iron are deposited in the lungs, making it difficult to breathe.
8649	polymersallergy	Polymers allergy	2						An allergy to Polymers is an allergic reaction to synthetic materials such as plastics, rubber, or latex. Symptoms can include itching, redness, and sneezing. Treatment typically includes avoiding exposure to the allergen and using over-the-counter or prescription medications to help relieve symptoms.
8650	gastrointestinalexaminationnormal	Gastrointestinal examination normal	2						A gastrointestinal examination is considered normal if everything appears to be functioning as it should and there are no signs of abnormalities.
8651	aspergillustestpositive	Aspergillus test positive	2						when a person tests positive for Aspergillus, which is a type of fungus. This can be determined through a blood test or a chest X-ray.
8652	oesophagectomy	Oesophagectomy	2						:  Surgical removal of the oesophagus.
8653	vesselpuncturesitehaemorrhage	Vessel puncture site haemorrhage	2						Haemorrhage (bleeding) at the site of a puncture wound made by a medical instrument.
8654	cardiacindex	Cardiac index	2	C0428776	Cardiac index	UMLS_API		The measure of an individual's cardiac output as divided by their body surface area (CI= CO/BSA).	a measure of the amount of blood the heart ejects per beat (cardiac output) and is divided by the body's weight.
8655	malesexualdysfunction	Male sexual dysfunction	2	C1112443	Male sexual dysfunction	METAMAP_STRING_MATCH			Male sexual dysfunction is a sexual disorder that affects men and can prevent them from achieving or maintaining an erection.
8656	vaginalabscess	Vaginal abscess	2	C0750053	Vaginal Abscess	METAMAP_STRING_MATCH			:  A vaginal abscess is an accumulation of pus in the vagina. A vaginal abscess may be caused by a number of factors, including sexually transmitted infections, childbirth, and other infections.
8657	glioblastomamultiforme	Glioblastoma multiforme	2	C0017636	Glioblastoma	METAMAP_HIGH_CONF_RESULT_SCORE_OVER_4	10.59	A malignant form of astrocytoma histologically characterized by pleomorphism of cells, nuclear atypia, microhemorrhage, and necrosis.	A type of brain tumor that arises from glial cells in the brain, which are the cells that support and protect nerve cells. Glioblastoma multiforme is the most common and aggressive type of brain tumor.
8658	indeterminateinvestigationresult	Indeterminate investigation result	2						A result in which it is not possible to determine the cause of an illness or disease.
8659	heartvalveoperation	Heart valve operation	2						the surgical replacement or repair of a defective or damaged heart valve.
8660	prolongedexpiration	Prolonged expiration	2						"The term ""prolonged expiration"" is generally used to describe a situation in which the patient cannot expel all of the air from their lungs after a normal breath. This may be due to obstruction of the airways (as in an asthma attack), weakness of the respiratory muscles, or reduced lung volume. Prolonged expiration can lead to a build-up of carbon dioxide in the blood, which can cause confusion, coma, and death."
8661	hepatitisbreactivation	Hepatitis B reactivation	2						Hepatitis B reactivation or reactivation of hepatitis B is an increased replication of the hepatitis B virus that may occur in patients who are chronically infected with the virus. The virus may become active again after lying dormant in the patient for many years.
8662	cardiacindexdecreased	Cardiac index decreased	2						A decrease in the cardiac index (CI) means that the heart is not pumping blood as efficiently as it should.
8663	tendonsheathincision	Tendon sheath incision	2						:  A surgical incision made into a tendon sheath, typically to remove a foreign body or to relieve pressure on the tendon.
8664	paralyticdisability	Paralytic disability	2						a physical or mental impairment which results in significant limitations in the ability to walk or to use one or more extremities.  A physical or mental impairment which results in significant limitations in the ability to walk or to use one or more extremities would constitute a paralytic disability.
8665	skinfibrosis	Skin fibrosis	2						A condition where excess connective tissue accumulates in the skin, often leading to thickening and scarring.
8666	lipomaexcision	Lipoma excision	2						the surgical removal of a lipoma, a benign tumor composed of fatty tissue.
8667	serratiatestpositive	Serratia test positive	2	C0036765	Serratia	METAMAP_HIGH_CONF_RESULT_SCORE_OVER_4	4.6	A genus of gram-negative, facultatively anaerobic, rod-shaped bacteria that occurs in the natural environment (soil, water, and plant surfaces) or as an opportunistic human pathogen.	the presence of the bacteria Serratia marcescens in a specimen.  A laboratory test is performed to detect the presence of Serratia marcescens in a specimen. A positive result indicates that the bacteria are present.
8668	endometrialatrophy	Endometrial atrophy	2						a thinning and atrophying of the endometrium, or the mucous membrane lining the uterus.  There is not a single, specific cause of endometrial atrophy. Rather, it is a condition that may be caused by a variety of factors, including age, hormone imbalance, radiation therapy, chemotherapy, and surgery. Endometrial atrophy may also occur as a result of diseases such as uterine cancer, ovarian cancer, and adenomyosis.
8669	fallot'stetralogy	Fallot's tetralogy	2						a congenital heart defect that is typically characterized by a combination of four abnormalities:  A major abnormality is a ventricular septal defect (VSD), an opening in the septum (wall) between the two ventricles (main pumping chambers) of the heart. This allows oxygen-rich blood from the left ventricle to mix with oxygen-poor blood from the right ventricle.  Other abnormalities sometimes present in Fallot's tetralogy include:  -A right ventricular outflow tract obstruction, which impedes the flow of blood from the right ventricle to the
8670	creatinineurinenormal	Creatinine urine normal	2						less than 30 mg/dL.
8671	bradyarrhythmia	Bradyarrhythmia	2						an abnormally slow heart rate.  Bradyarrhythmia is an abnormally slow heart rate. This can be due to a variety of reasons, including damage to the heart muscle, abnormalities in the electrical systems of the heart, or medications that slow the heart rate. When the heart beats too slowly, not enough blood is pumped to the rest of the body, which can lead to a number of health problems.
8672	hepaticatrophy	Hepatic atrophy	2						The atrophy of the cells and tissues of the liver.
8673	breathing-relatedsleepdisorder	Breathing-related sleep disorder	2						a sleep disorder that is caused by breathing problems.  Breathing-related sleep disorder is a sleep disorder that is caused by breathing problems. This can include conditions such as obstructive sleep apnea, which is a condition where the airway becomes blocked during sleep, leading to interrupted breathing.
8674	gastricoccultbloodpositive	Gastric occult blood positive	2						a test result that shows blood in the stomach even though there are no signs or symptoms of bleeding.
8675	tidalvolume	Tidal volume	2	C0040210	Tidal Volume	METAMAP_STRING_MATCH		The volume of air inspired or expired during each normal, quiet respiratory cycle.	The tidal volume is the volume of air that is inhaled or exhaled in a single breath.
8676	blooderythropoietinincreased	Blood erythropoietin increased	2	C0014822	Erythropoietin	METAMAP_HIGH_CONF_RESULT_SCORE_OVER_4	23.02	Glycoprotein hormone, secreted chiefly by the KIDNEY in the adult and the LIVER in the FETUS, that acts on erythroid stem cells of the BONE MARROW to stimulate proliferation and differentiation.	An increase in blood erythropoietin levels may indicate an underlying health condition, such as renal failure, that requires treatment.
8677	genitalulcersyndrome	Genital ulcer syndrome	2						A condition characterized by the presence of genital ulcers.
8678	photorefractivekeratectomy	Photorefractive keratectomy	2	C0395416	Photorefractive Keratectomy	METAMAP_STRING_MATCH		A type of refractive surgery of the CORNEA to correct MYOPIA and ASTIGMATISM.	A surgical procedure that uses a laser beam to reshape the surface of the cornea.
8679	nailbedinflammation	Nail bed inflammation	2						Inflammation of the nail bed is a common infection that can occur after a person has a minor injury to their nail. The infection can cause the nail to become discolored, brittle, and more prone to cracking.
8680	emboliacutismedicamentosa	Embolia cutis medicamentosa	2	C1142083	Nicolau Syndrome	METAMAP_HIGH_CONF_RESULT_SCORE_OVER_4	6.91	An uncommon complication of INTRAMUSCULAR INJECTION leading to variable degrees of necrosis of skin and underlying tissue.	a localized cutaneous reaction that results from the extravasation of a drug or other foreign material into the skin
8681	arthritisallergic	Arthritis allergic	2						arthritis caused by a hypersensitivity to a foreign protein deposited in the joint
8682	viralmyositis	Viral myositis	2	C0150005	viral myositis	METAMAP_STRING_MATCH			a rare muscle disorder caused by a virus.  Symptoms may include muscle weakness, pain, and swelling.
8683	drugtolerancedecreased	Drug tolerance decreased	2						The decrease in the amount of a drug that is needed to produce the same desired effects
